WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        ILM        LL3         DT         TENS   
M          GAPI       IN         OHMM       OHMM       OHMM        US/F       LB     
3363.669   37.9000    12.72000   721.1      126.5      338.8442    50.80000   3799   
3363.517   39.1000    12.68000   656.1      134.0      331.8945    51.50000   3789   
3363.365   39.3000    12.78000   602.6      134.6      314.7749    52.40000   3782   
3363.212   39.3000    13.30000   535.8      128.5      287.7399    52.60000   3782   
3363.060   39.6000    13.32000   457.1      119.9      268.5345    52.50000   3784   
3362.907   39.9000    12.85000   399.9      111.2      263.0269    52.80000   3774   
3362.755   39.9000    12.67000   358.9      105.2      276.0579    52.80000   3770   
3362.603   40.1000    12.48000   349.1      102.8      287.0781    52.90000   3781   
3362.450   41.1000    12.43000   366.4      100.0      297.8517    52.70000   3782   
3362.298   41.9000    12.57000   399.9      93.8       316.2278    52.20000   3775   
3362.146   41.7000    12.79000   399.0      88.5       349.1404    51.70000   3770   
3361.993   40.5000    12.66000   381.1      90.4       368.9777    51.00000   3758   
3361.840   39.3000    12.61000   375.8      100.5      363.9151    50.30000   3774   
3361.688   38.7000    12.55000   403.6      111.9      352.3710    50.00000   3779   
3361.536   38.4000    12.77000   508.2      115.6      353.9974    50.10000   3786   
3361.383   38.2000    13.25000   741.3      111.7      366.4377    50.50000   3786   
3361.231   38.1000    12.70000   887.2      109.1      370.6808    50.80000   3781   
3361.079   37.9000    12.63000   883.1      112.2      358.9220    50.90000   3771   
3360.926   38.1000    12.69000   760.3      120.5      333.4265    51.00000   3771   
3360.774   38.6000    12.56000   677.6      128.8      317.6875    50.90000   3771   
3360.621   39.1000    12.46000   648.6      129.1      314.0510    50.90000   3769   
3360.469   39.4000    12.40000   662.2      120.5      312.6080    50.90000   3764   
3360.316   39.4000    12.39000   706.3      110.4      306.9023    50.80000   3767   
3360.164   40.0000    12.36000   616.6      103.5      296.4832    50.60000   3785   
3360.012   40.5000    12.36000   575.4      100.7      287.0781    50.90000   3793   
3359.859   40.8000    12.44000   566.2      101.6      277.3321    51.20000   3774   
3359.707   40.3000    12.49000   523.6      106.2      267.3007    50.90000   3770   
3359.555   39.0000    12.58000   487.5      113.2      256.4485    50.80000   3763   
3359.402   38.2000    12.71000   458.1      117.5      250.0346    51.00000   3774   
3359.250   38.5000    13.63000   434.5      116.4      242.1030    50.90000   3774   
3359.097   40.2000    13.81000   434.5      111.2      231.7395    50.80000   3785   
3358.945   41.2000    13.72000   420.7      104.7      223.3573    51.00000   3782   
3358.792   41.0000    13.98000   391.7      96.4       218.2730    51.30000   3775   
3358.640   40.2000    14.27000   381.1      86.7       215.2782    51.30000   3779   
3358.488   39.1000    14.07000   369.8      78.0       209.8940    51.50000   3769   
3358.335   37.7000    13.52000   370.7      71.4       207.0142    51.60000   3779   
3358.183   36.7000    13.39000   374.1      67.8       205.1163    51.80000   3781   
3358.031   37.2000    13.37000   402.7      67.1       214.7831    51.90000   3779   
3357.878   38.1000    13.06000   434.5      69.7       224.3882    51.70000   3789   
3357.726   37.8000    13.69000   497.7      74.3       231.2065    51.20000   3767   
3357.573   36.8000    13.64000   548.3      79.1       230.1442    51.00000   3774   
3357.421   36.1000    13.08000   540.8      83.2       227.5098    51.30000   3767   
3357.269   36.1000    12.69000   535.8      87.3       225.4240    51.90000   3769   
3357.116   36.9000    12.57000   507.0      90.4       222.8436    52.20000   3770   
3356.964   38.4000    12.58000   488.7      90.6       222.8436    52.10000   3770   
3356.812   39.6000    13.31000   474.2      88.3       225.9436    52.10000   3769   
3356.659   39.4000    14.70000   437.5      85.9       227.5098    52.10000   3753   
3356.506   38.0000    14.71000   388.2      84.1       224.9055    52.20000   3770   
3356.354   36.6000    14.69000   349.1      82.8       225.4240    52.10000   3767   
3356.202   36.7000    14.67000   316.2      81.5       231.2065    52.10000   3774   
3356.049   38.0000    14.65000   313.3      80.5       239.3316    52.50000   3772   
3355.897   38.9000    14.65000   311.2      79.3       243.2205    52.90000   3764   
3355.745   38.0000    14.64000   307.6      78.2       252.3481    53.20000   3767   
3355.592   36.6000    14.59000   304.8      78.2       274.7895    53.00000   3763   
3355.440   36.5000    13.09000   322.1      80.2       306.9023    52.10000   3758   
3355.287   37.1000    12.61000   330.4      83.9       336.5117    51.60000   3760   
3355.135   36.9000    12.48000   330.4      87.9       354.8135    51.70000   3764   
3354.982   36.3000    12.47000   321.4      91.0       361.4100    51.70000   3771   
3354.830   36.8000    12.47000   303.4      92.5       356.4512    51.30000   3767   
3354.678   38.5000    12.48000   295.1      93.1       345.9395    51.20000   3765   
3354.525   40.1000    12.48000   287.7      94.0       344.3500    51.30000   3764   
3354.373   41.1000    12.47000   289.7      94.8       354.8135    51.20000   3773   
3354.221   41.0000    12.47000   292.4      93.5       368.9777    51.10000   3775   
3354.068   39.9000    12.48000   311.2      89.5       381.0659    51.00000   3769   
3353.916   38.5000    12.48000   318.4      84.5       389.0452    51.00000   3768   
3353.763   37.9000    12.50000   306.9      81.3       397.1917    51.00000   3771   
3353.611   38.3000    12.70000   295.8      82.0       399.9448    50.90000   3768   
3353.458   38.9000    12.54000   296.5      86.9       390.8410    50.90000   3766   
3353.306   39.3000    12.48000   304.8      93.5       365.5948    50.70000   3762   
3353.154   40.0000    12.48000   315.5      97.7       327.3408    50.50000   3762   
3353.001   40.5000    12.50000   316.2      96.4       287.0781    50.80000   3771   
3352.849   40.8000    12.55000   309.0      92.3       261.2162    51.40000   3773   
3352.696   40.6000    12.57000   311.9      88.1       244.3431    51.70000   3774   
3352.544   39.8000    12.59000   323.6      83.4       237.1374    52.10000   3766   
3352.392   38.8000    12.57000   312.6      79.3       231.7395    52.20000   3764   
3352.239   38.1000    12.52000   302.7      77.6       234.9633    52.10000   3766   
3352.087   37.9000    12.51000   291.7      79.1       238.2320    52.00000   3765   
3351.935   38.1000    12.50000   308.3      81.3       238.2320    52.00000   3768   
3351.782   38.5000    12.51000   327.3      82.6       237.1374    51.90000   3773   
3351.630   38.4000    12.51000   350.8      83.2       237.6841    51.70000   3778   
3351.478   38.1000    12.51000   338.1      84.7       236.0479    51.70000   3781   
3351.325   38.6000    12.51000   326.6      87.1       229.6149    51.70000   3777   
3351.172   39.9000    12.52000   316.2      87.5       222.8436    51.50000   3769   
3351.020   40.2000    12.69000   309.0      84.5       218.2730    51.60000   3762   
3350.868   39.3000    14.05000   293.1      80.2       215.2782    51.90000   3764   
3350.715   38.8000    15.11000   271.0      76.9       207.9697    52.00000   3766   
3350.563   39.0000    14.37000   271.0      75.0       199.0674    52.30000   3764   
3350.411   39.3000    13.51000   279.3      72.6       189.6706    52.70000   3767   
3350.258   39.6000    12.63000   296.5      70.1       185.3532    52.90000   3767   
3350.106   40.4000    12.48000   305.5      68.5       193.1969    53.00000   3763   
3349.953   41.4000    12.45000   304.8      68.5       214.7831    52.80000   3764   
3349.801   41.7000    12.45000   302.7      69.8       238.7812    52.60000   3771   
3349.648   40.6000    12.45000   295.1      71.6       252.3481    52.50000   3774   
3349.496   38.5000    12.46000   297.2      73.8       246.6040    52.50000   3772   
3349.344   36.4000    12.46000   299.9      75.7       229.6149    52.80000   3775   
3349.191   35.2000    12.48000   294.4      76.2       207.9697    53.00000   3769   
3349.039   35.7000    12.46000   288.4      75.3       190.9854    53.00000   3757   
3348.887   36.8000    12.47000   274.2      73.6       186.6380    52.90000   3749   
3348.734   37.2000    12.47000   260.6      72.4       193.1969    52.80000   3741   
3348.582   36.9000    12.46000   242.1      72.3       206.0630    52.80000   3737   
3348.429   37.2000    12.47000   232.3      72.6       215.2782    52.80000   3735   
3348.277   37.8000    12.48000   227.0      72.3       221.8197    52.60000   3770   
3348.125   38.3000    12.48000   223.4      71.9       224.9055    52.30000   3761   
3347.972   38.9000    12.48000   206.5      71.6       224.9055    52.00000   3764   
3347.820   40.1000    12.50000   189.2      71.8       223.8722    51.90000   3764   
3347.667   41.2000    12.50000   171.4      72.4       221.8197    51.70000   3770   
3347.515   40.9000    12.50000   156.7      73.3       217.2702    51.60000   3774   
3347.362   40.4000    12.49000   144.5      74.0       210.3779    51.60000   3768   
3347.210   39.9000    12.50000   133.7      73.6       204.1738    51.50000   3789   
3347.058   38.9000    12.56000   123.3      71.6       197.6970    51.60000   3780   
3346.905   38.1000    12.54000   113.2      67.9       192.3092    51.40000   3813   
3346.753   38.8000    12.53000   102.1      63.0       186.6380    51.00000   3790   
3346.601   40.6000    12.53000   89.7       57.5       181.1340    50.80000   3768   
3346.448   40.6000    12.54000   76.9       53.1       174.9847    50.70000   3763   
3346.296   38.7000    12.53000   67.5       50.0       166.3413    50.60000   3760   
3346.144   37.3000    12.53000   67.3       50.5       155.5966    50.50000   3736   
3345.991   37.2000    12.54000   59.3       50.6       155.2387    50.40000   3735   
3345.838   37.3000    12.53000   53.2       63.5       141.2538    50.20000   3732   
3345.686   37.8000    12.56000   47.9       130.3      125.3141    50.10000   3740   
3345.534   37.0000    12.74000   43.3       97499.0    112.2019    50.20000   3769   
3345.381   35.4000    13.18000   39.5       100000.0   102.5652    50.40000   3781   
3345.229   34.0000    13.21000   53.1       95.7       95.0605     50.50000   3751   
3345.077   33.3000    13.08000   100000.0   23.1       90.1571     50.80000   3754   
3344.924   33.2000    12.66000   100000.0   10.1       84.9181     50.90000   3723   
3344.771   33.9000    12.67000   100000.0   6.2        83.1764     50.90000   3725   
3344.619   35.0000    12.64000   100000.0   4.9        87.7001     50.80000   3728   
3344.467   36.5000    12.71000   100000.0   5.0        94.4061     50.50000   3754   
3344.314   39.3000    12.70000   1261.8     6.6        84.9181     50.30000   3779   
3344.162   44.5000    12.76000   63.5       11.9       62.2300     51.00000   3776   
3344.010   51.5000    12.70000   21.8       33.4       34.0408     52.10000   3760   
3343.857   58.6000    12.67000   10.8       124.5      17.9887     53.10000   3778   
3343.705   66.8000    12.72000   8.5        9.7        9.3111      54.40000   3753   
3343.553   77.6000    12.66000   11.6       1.7        5.5719      55.90000   3730   
3343.400   87.7000    12.76000   62.8       0.6        5.2481      57.20000   3712   
3343.248   92.0000    12.86000   7.8        0.4        6.0814      58.30000   3753   
3343.095   91.2000    12.81000   1.3        0.3        5.0699      58.60000   3780   
3342.943   90.9000    12.69000   0.5        0.3        2.9785      58.00000   3776   
3342.791   92.9000    12.68000   0.3        0.4        0.7295      57.30000   3749   
3342.638   95.3000    12.74000   0.4        0.7        0.2673      57.50000   3754   
3342.486   97.0000    12.72000   0.9        2.1        0.2046      58.30000   3751   
3342.333   98.0000    12.70000   3.8        9.5        0.2094      59.20000   3771   
3342.181   98.2000    12.71000   21.3       34.8       0.2239      60.40000   3793   
3342.028   98.2000    12.70000   11.0       45.9       0.2360      61.30000   3726   
3341.876   98.8000    12.70000   6.9        81.5       0.2455      61.70000   3753   
3341.724   100.6000   12.74000   4.9        222.3      0.2541      62.60000   3823   
3341.571   102.2000   12.71000   2.2        1188.5     0.2673      63.50000   3870   
3341.419   103.0000   12.70000   0.9        12161.9    0.2805      64.30000   3839   
3341.267   104.4000   12.70000   0.4        12161.9    0.2965      65.39999   3769   
3341.114   107.0000   12.70000   0.3        12161.9    0.3055      66.09999   3713   
3340.962   109.9000   12.70000   0.2        12161.9    0.3112      66.39999   3710   
3340.809   111.5000   12.70000   0.2        12161.9    0.3221      66.59999   3741   
3340.657   111.3000   12.71000   0.2        12161.9    0.3428      67.20000   3768   
3340.504   110.9000   12.70000   0.2        12161.9    0.3656      68.00000   3793   
